source_platform,label,root_cause,attack_path,severity,authority_tier,title,source_url
brave-wallet,key:storage,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,[Android] Fixed crash on sending tabs to another device (uplift to 1.3,https://github.com/brave/brave-core/pull/12922
brave-wallet,sign:encoding-malleability,other,unknown,Unrated,B_corroborated,"[iOS] Use lld when compiling iOS, fixing a crash on release builds",https://github.com/brave/brave-core/pull/12774
brave-wallet,key:storage,excessive_spend_authority,hostile_network_or_rpc,Unrated,B_corroborated,Fixes a crash on Android on clicking swap from an asset screen for a c,https://github.com/brave/brave-core/pull/13025
brave-wallet,key:storage,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix crash when pressing music/playlist button (uplift to 1.37.x),https://github.com/brave/brave-core/pull/12721
brave-wallet,key:storage,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,[Android] Fixed crash on autocomplete check (uplift to 1.36.x),https://github.com/brave/brave-core/pull/12545
brave-wallet,network-io,excessive_spend_authority,unknown,Unrated,B_corroborated,[Android] Fixed crash on autocomplete check (uplift to 1.37.x),https://github.com/brave/brave-core/pull/12544
brave-wallet,sign:encoding-malleability,unsafe_initialization_or_upgrade,unknown,Unrated,B_corroborated,Fix crash on epsilon greedy bandit initialization.,https://github.com/brave/brave-core/pull/12138
brave-wallet,key:seed-mnemonic,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,Crash on wallet creation(uplift to 1.35.x),https://github.com/brave/brave-core/pull/12323
brave-wallet,sign:encoding-malleability,other,unknown,Unrated,B_corroborated,[Android] Fixed crash on tipping,https://github.com/brave/brave-core/pull/12004
brave-wallet,key:storage,resource_exhaustion,hostile_network_or_rpc,Unrated,B_corroborated,Crash on wallet creation(uplift to 1.36.x),https://github.com/brave/brave-core/pull/12324
brave-wallet,key:storage,excessive_spend_authority,hostile_network_or_rpc,Unrated,B_corroborated,Fix crash on empty segment. (uplift to 1.36.x),https://github.com/brave/brave-core/pull/12276
brave-wallet,sign:encoding-malleability,signature_verification_flaw,hostile_network_or_rpc,Unrated,B_corroborated,fix(wallet): prevent crash when current network is Arbitrum,https://github.com/brave/brave-core/pull/12272
brave-wallet,sign:encoding-malleability,unsafe_initialization_or_upgrade,unknown,Unrated,B_corroborated,Fix ads crash if conversions resource json is invalid.,https://github.com/brave/brave-core/pull/12122
brave-wallet,key:backup-restore,unsafe_initialization_or_upgrade,unknown,Unrated,B_corroborated,Fix crash when trying to restore wallet after preferred extension opti,https://github.com/brave/brave-core/pull/12336
brave-wallet,sign:encoding-malleability,other,unknown,Unrated,B_corroborated,[Android] Fixes crash on trying to send url via sync,https://github.com/brave/brave-core/pull/12232
brave-wallet,sign:encoding-malleability,resource_exhaustion,unknown,Unrated,B_corroborated,Fixes a crash when pressing speed reader button.,https://github.com/brave/brave-core/pull/12077
brave-wallet,transport:rpc-surface,excessive_spend_authority,hostile_network_or_rpc,Unrated,B_corroborated,Fix crash on epsilon greedy bandit initialization. (uplift to 1.36.x),https://github.com/brave/brave-core/pull/12207
brave-wallet,sign:encoding-malleability,resource_exhaustion,unknown,Unrated,C_candidate,Update crash reporting settings strings,https://github.com/brave/brave-core/pull/11360
brave-wallet,sign:typed-data,other,unknown,Unrated,B_corroborated,Fix compiler crash when building iOS Debug target,https://github.com/brave/brave-core/pull/11909
brave-wallet,transport:rpc-surface,excessive_spend_authority,hostile_network_or_rpc,Unrated,B_corroborated,Fix ads crash if conversions resource json is invalid. (uplift to 1.36,https://github.com/brave/brave-core/pull/12208
brave-wallet,key:seed-mnemonic,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,[Android] Fixes crash on trying to send url via sync (uplift to 1.35.x,https://github.com/brave/brave-core/pull/12243
brave-wallet,sign:encoding-malleability,crypto_misuse,malformed_input,Unrated,B_corroborated,Fixes a crash when a large amount is entered in From or To fields,https://github.com/brave/brave-core/pull/12148
brave-wallet,key:seed-mnemonic,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,Fixes a crash when pressing speed reader button. (uplift to 1.35.x),https://github.com/brave/brave-core/pull/12084
brave-wallet,sign:encoding-malleability,crypto_misuse,unknown,Unrated,B_corroborated,[Android] Fix SecurePasswordFragment crash,https://github.com/brave/brave-core/pull/11469
brave-wallet,sign:encoding-malleability,other,unknown,Unrated,B_corroborated,[Android] Fix for intermittent location bar crash,https://github.com/brave/brave-core/pull/11680
brave-wallet,sign:encoding-malleability,other,unknown,Unrated,B_corroborated,[Android] Bravenews android crash and fixes,https://github.com/brave/brave-core/pull/11602
brave-wallet,sign:encoding-malleability,excessive_spend_authority,unknown,Unrated,C_candidate,Fix BraveWalletEthereumChainTest.AddChainAndCloseTab crash,https://github.com/brave/brave-core/pull/11253
brave-wallet,sign:encoding-malleability,other,unknown,Unrated,B_corroborated,Fix crash with category opt action on rewards page.,https://github.com/brave/brave-core/pull/11634
brave-wallet,sign:encoding-malleability,crypto_misuse,unknown,Unrated,B_corroborated,Fixes 2 crashes on Android wallet: a crash on clicking an asset from A,https://github.com/brave/brave-core/pull/11259
brave-wallet,key:seed-mnemonic,missing_replay_protection,malformed_input,Unrated,B_corroborated,[Android] Fix SecurePasswordFragment crash (uplift to 1.33.x),https://github.com/brave/brave-core/pull/11496
brave-wallet,key:seed-mnemonic,excessive_spend_authority,unknown,Unrated,B_corroborated,[Android] Fix SecurePasswordFragment crash (uplift to 1.34.x),https://github.com/brave/brave-core/pull/11495
brave-wallet,sign:encoding-malleability,excessive_spend_authority,unknown,Unrated,B_corroborated,Fix crash with popup windows requesting Ethereum permission,https://github.com/brave/brave-core/pull/11156
brave-wallet,sign:encoding-malleability,crypto_misuse,unknown,Unrated,B_corroborated,Browser crash when trying to sign transactions,https://github.com/brave/brave-core/pull/11087
brave-wallet,sign:encoding-malleability,other,physical_device_access,Unrated,B_corroborated,Fix crash and wallet panel disappearing when WebHID popup opened,https://github.com/brave/brave-core/pull/11332
brave-wallet,key:seed-mnemonic,missing_replay_protection,malformed_input,Unrated,B_corroborated,Fix BraveWalletEthereumChainTest.AddChainAndCloseTab crash (uplift to ,https://github.com/brave/brave-core/pull/11264
brave-wallet,sign:encoding-malleability,crypto_misuse,unknown,Unrated,B_corroborated,Fixed crash on empty history prices,https://github.com/brave/brave-core/pull/10899
brave-wallet,sign:encoding-malleability,unsafe_initialization_or_upgrade,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix Ads notification crash on Android S,https://github.com/brave/brave-core/pull/10802
brave-wallet,sign:encoding-malleability,crypto_misuse,unknown,Unrated,B_corroborated,"Fixes a crash that was introduced with a custom token, when you open a",https://github.com/brave/brave-core/pull/11501
brave-wallet,key:storage,weak_key_generation,unknown,Unrated,B_corroborated,Import crash fix with bad seed words and num accounts > 1,https://github.com/brave/brave-core/pull/11124
brave-wallet,key:seed-mnemonic,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,(uplift to 1.32.x ) Fixed crash if transactions notified twice,https://github.com/brave/brave-core/pull/11089
brave-wallet,key:storage,excessive_spend_authority,malformed_input,Unrated,B_corroborated,(uplift to 1.33.x ) Fixed crash if transactions notified twice,https://github.com/brave/brave-core/pull/11088
brave-wallet,sign:encoding-malleability,other,unknown,Unrated,B_corroborated,Add pref dynamically to avoid crash,https://github.com/brave/brave-core/pull/10524
brave-wallet,key:seed-mnemonic,missing_replay_protection,malformed_input,Unrated,B_corroborated,1.33.x - Uplift pull request #11285 from brave/fix-brave-news-image-cr,https://github.com/brave/brave-core/pull/11355
brave-wallet,key:storage,excessive_spend_authority,malformed_input,Unrated,B_corroborated,Fix crash with popup windows requesting Ethereum permission (uplift to,https://github.com/brave/brave-core/pull/11173
brave-wallet,sign:encoding-malleability,other,unknown,Unrated,B_corroborated,Fixes a potential crash on welcome screen on Android,https://github.com/brave/brave-core/pull/10796
brave-wallet,key:seed-mnemonic,missing_replay_protection,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix Ads notification crash on Android S (uplift to 1.32.x),https://github.com/brave/brave-core/pull/10807
brave-wallet,transport:origin,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix Ads notification crash on Android S (uplift to 1.31.x),https://github.com/brave/brave-core/pull/10808
brave-wallet,key:seed-mnemonic,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,Import crash fix with bad seed words and num accounts > 1 (uplift to 1,https://github.com/brave/brave-core/pull/11141
brave-wallet,crypto-primitives,resource_exhaustion,hostile_network_or_rpc,Unrated,B_corroborated,[ads] Fixes [ASAN] LSAN memory leak in brave_ads (brave_ads::ml::Norma,https://github.com/brave/brave-core/pull/34953
brave-wallet,ui:clipboard,signature_verification_flaw,malicious_local_app,Unrated,B_corroborated,[iOS] Weakly hold TabState in ForcePasteTabHelper to resolve memory le,https://github.com/brave/brave-core/pull/34582
brave-wallet,crypto-primitives,resource_exhaustion,hostile_network_or_rpc,Unrated,C_candidate,Fix memory leaks in NamedThirdPartyRegistryTest,https://github.com/brave/brave-core/pull/33671
brave-wallet,crypto-primitives,resource_exhaustion,hostile_network_or_rpc,Unrated,C_candidate,Fix memory leaks in BraveTabTest,https://github.com/brave/brave-core/pull/33670
brave-wallet,transport:origin,missing_origin_authorization,hostile_network_or_rpc,Unrated,B_corroborated,Remove cppgc persistent to fix memory leak,https://github.com/brave/brave-core/pull/33933
brave-wallet,crypto-primitives,resource_exhaustion,hostile_network_or_rpc,Unrated,B_corroborated,Fix memory leak in TabStyle::Get(),https://github.com/brave/brave-core/pull/33382
brave-wallet,transport:provider-injection,missing_origin_authorization,malformed_input,Unrated,B_corroborated,Remove cppgc persistent to fix memory leak (uplift to 1.88.x),https://github.com/brave/brave-core/pull/34027
brave-wallet,key:storage,missing_origin_authorization,malicious_deeplink_or_qr,Unrated,B_corroborated,Remove cppgc persistent to fix memory leak (uplift to 1.87.x),https://github.com/brave/brave-core/pull/34028
brave-wallet,transport:provider-injection,missing_origin_authorization,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix memory leak in TabStyle::Get() (Uplift to 1.87.x),https://github.com/brave/brave-core/pull/33425
brave-wallet,key:entropy-rng,weak_key_generation,malicious_pairing_session,Unrated,B_corroborated,Fix memory leak in TabStyle::Get() (Uplift to 1.86.x),https://github.com/brave/brave-core/pull/33426
brave-wallet,network-io,resource_exhaustion,hostile_network_or_rpc,Unrated,B_corroborated,[cherry-pick] `libinputaddress` memory leak fix,https://github.com/brave/brave-core/pull/29481
brave-wallet,sign:encoding-malleability,resource_exhaustion,hostile_network_or_rpc,Unrated,B_corroborated,[iOS] - Fix memory leaks in Tabs,https://github.com/brave/brave-core/pull/28260
brave-wallet,sign:encoding-malleability,excessive_spend_authority,unknown,Unrated,B_corroborated,[iOS] Fix memory leak when presenting JS alerts,https://github.com/brave/brave-core/pull/27469
brave-wallet,sign:encoding-malleability,resource_exhaustion,hostile_network_or_rpc,Unrated,B_corroborated,Fix memory leak in brave_ads::FindBSDNameOfSystemDisk,https://github.com/brave/brave-core/pull/19155
brave-wallet,sign:encoding-malleability,broken_access_control,unknown,Unrated,B_corroborated,Fixed memory leak in UI views,https://github.com/brave/brave-core/pull/8587
brave-wallet,sign:encoding-malleability,resource_exhaustion,unknown,Unrated,B_corroborated,"Fix memory leak in AdsServiceImpl, simplify RewardsServiceImpl.",https://github.com/brave/brave-core/pull/8523
brave-wallet,transport:provider-injection,missing_origin_authorization,unknown,Info,B_corroborated,[iOS] Fix wallet origin spoofing via WKScriptMessage race condition (#,https://github.com/brave/brave-core/commit/8a4d1dd120334c87254369660608a9bc32026dd2
brave-wallet,crypto-primitives,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,Fix race condition in DAU ping on iOS,https://github.com/brave/brave-core/pull/35997
brave-wallet,transport:provider-injection,missing_origin_authorization,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix race condition in DAU ping on iOS (uplift to 1.91.x),https://github.com/brave/brave-core/pull/36079
brave-wallet,crypto-primitives,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,[AI Chat]: Fix Select Skill Race Condition,https://github.com/brave/brave-core/pull/35221
brave-wallet,transport:provider-injection,excessive_spend_authority,malformed_input,Unrated,B_corroborated,[AI Chat]: Fix Select Skill Race Condition (uplift to 1.90.x),https://github.com/brave/brave-core/pull/35302
brave-wallet,key:storage,missing_origin_authorization,malicious_deeplink_or_qr,Unrated,B_corroborated,[AI Chat]: Fix Select Skill Race Condition (uplift to 1.89.x),https://github.com/brave/brave-core/pull/35303
brave-wallet,approval:delegation,excessive_spend_authority,hostile_network_or_rpc,Unrated,B_corroborated,[ads] Fix race condition where a page navigation might complete before,https://github.com/brave/brave-core/pull/35056
brave-wallet,crypto-primitives,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,[Rewards] Fix additional TOS version race condition,https://github.com/brave/brave-core/pull/33664
brave-wallet,crypto-primitives,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,[Rewards] Fix race condition when setting initial TOS version,https://github.com/brave/brave-core/pull/33535
brave-wallet,approval:delegation,signature_verification_flaw,malicious_local_app,Unrated,B_corroborated,"Fix race condition: ""See the Brave difference"" CTA appearing on search",https://github.com/brave/brave-core/pull/32932
brave-wallet,ui:display-integrity,user_deception,hostile_network_or_rpc,Unrated,B_corroborated,[ads] Fix new tab takeover ads race condition,https://github.com/brave/brave-core/pull/32061
brave-wallet,crypto-primitives,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,[Shields UI] Fix race condition when responding to repeated reloads,https://github.com/brave/brave-core/pull/32422
brave-wallet,crypto-primitives,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,Temporary workaround to fix race condition with unlink on android,https://github.com/brave/brave-core/pull/31775
brave-wallet,network-io,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,Ignore os.link failure for race condition on android,https://github.com/brave/brave-core/pull/31514
brave-wallet,network-io,race_condition,unknown,Unrated,B_corroborated,Fix potential Sparkle/Omaha 4 race condition in system installs,https://github.com/brave/brave-core/pull/30974
brave-wallet,transport:permissions,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,Fix race condition in LocalhostAccessBrowserTest causing intermittent ,https://github.com/brave/brave-core/pull/30675
brave-wallet,sign:encoding-malleability,excessive_spend_authority,hostile_network_or_rpc,Unrated,B_corroborated,[iOS] - Fix race condition for private browsing only mode,https://github.com/brave/brave-core/pull/26931
brave-wallet,sign:encoding-malleability,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,Avoid race condition in FarbleScreenPopupPosition,https://github.com/brave/brave-core/pull/26308
brave-wallet,test,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,Fix race condition in Rewards contribution browser tests,https://github.com/brave/brave-core/pull/24298
brave-wallet,key:seed-mnemonic,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix race condition in Rewards contribution browser tests (uplift to 1.,https://github.com/brave/brave-core/pull/24308
brave-wallet,sign:encoding-malleability,excessive_spend_authority,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix race condition with OnRewardsWalletDidChange on ads startup.,https://github.com/brave/brave-core/pull/18904
brave-wallet,sign:encoding-malleability,excessive_spend_authority,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix ad serve race condition on ads startup.,https://github.com/brave/brave-core/pull/18887
brave-wallet,key:entropy-rng,weak_key_generation,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix ad serve race condition on ads startup. (uplift to 1.52.x),https://github.com/brave/brave-core/pull/18889
brave-wallet,sign:encoding-malleability,race_condition,hostile_network_or_rpc,Unrated,B_corroborated,Race condition removed.,https://github.com/brave/brave-core/pull/17689
brave-wallet,sign:encoding-malleability,race_condition,unknown,Unrated,B_corroborated,Fix Brave Ads race condition when users reset their Brave Rewards wall,https://github.com/brave/brave-core/pull/13614
brave-wallet,sign:encoding-malleability,signature_verification_flaw,unknown,Unrated,B_corroborated,Fix race condition that results in inconsistent settings UI,https://github.com/brave/brave-core/pull/8113
brave-wallet,network-io,signature_verification_flaw,unknown,Unrated,B_corroborated,10283: Fix race condition in TorProfileService.,https://github.com/brave/brave-core/pull/5928
brave-wallet,key:memory-hygiene,signature_verification_flaw,malicious_deeplink_or_qr,Unrated,B_corroborated,Work around race condition with shields tab data,https://github.com/brave/brave-core/pull/5955
brave-wallet,network-io,signature_verification_flaw,unknown,Unrated,B_corroborated,Resolved Confirmations state could be reset due to race condition when,https://github.com/brave/brave-core/pull/1809
breez,key:backup-restore,other,unknown,Info,B_corroborated,Protect Security & Backup page with Manager Password,https://github.com/breez/breezmobile/commit/3ba56e3111c5e28ed52ad0e9c5ce91e8d5ac9ac8
breez,build-ci,unhandled_error_or_nil,malicious_local_app,Unrated,B_corroborated,Fixed a bug where a blob(non-text) item on clipboard would crash the a,https://github.com/breez/breezmobile/pull/1293
breez,network-io,other,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix crash when cam reads multiple QR codes,https://github.com/breez/breezmobile/pull/986
btcpay,build-ci,other,unknown,Unrated,B_corroborated,Security Page Refactor,https://github.com/btcpayserver/btcpayserver/pull/4815
btcpay,other,missing_input_validation,unknown,Unrated,B_corroborated,"Fix ""File traversal detected"" crash processing plugin commands on Wind",https://github.com/btcpayserver/btcpayserver/pull/7422
btcpay,network-io,race_condition,unknown,Unrated,B_corroborated,Fix: Server not recovering after a plugin crash,https://github.com/btcpayserver/btcpayserver/pull/7335
btcpay,network-io,other,unknown,Unrated,B_corroborated,"Fix: When a server has too many apps, the Policies page timeout or cra",https://github.com/btcpayserver/btcpayserver/pull/7406
btcpay,network-io,other,unknown,Unrated,B_corroborated,Disable all plugins when BTCPay Server crash during startup,https://github.com/btcpayserver/btcpayserver/pull/7046
btcpay,sign:bitcoin-sighash,other,unknown,Info,B_corroborated,Fix: Selecting some rate source would crash the Stores/Rates page (#70,https://github.com/btcpayserver/btcpayserver/releases/tag/v2.3.3
btcpay,other,unsafe_initialization_or_upgrade,unknown,Unrated,B_corroborated,Fix crash while migrating ETH payment data,https://github.com/btcpayserver/btcpayserver/pull/6539
btcpay,network-io,other,unknown,Unrated,B_corroborated,Fix: An unactivated payment method failing to activate would crash the,https://github.com/btcpayserver/btcpayserver/pull/6283
btcpay,other,race_condition,unknown,Unrated,B_corroborated,Disable plugins if they crash the Dashboard page,https://github.com/btcpayserver/btcpayserver/pull/6099
btcpay,other,other,unknown,Unrated,B_corroborated,Do not crash when refunding an invoice that has been marked settled (F,https://github.com/btcpayserver/btcpayserver/pull/6086
btcpay,other,other,unknown,Unrated,B_corroborated,Fix migration crash,https://github.com/btcpayserver/btcpayserver/pull/5902
btcpay,other,other,unknown,Info,B_corroborated,Plugins: Improve crash detection on startup and hint at disabled plugi,https://github.com/btcpayserver/btcpayserver/releases/tag/v1.12.0
btcpay,other,crypto_misuse,unknown,Unrated,B_corroborated,Fix: Crash caused by very old point of sales invoices (#5283),https://github.com/btcpayserver/btcpayserver/pull/5291
btcpay,other,integer_overflow_underflow,malformed_input,Unrated,B_corroborated,Do not crash when an invoice have an amount that is too big,https://github.com/btcpayserver/btcpayserver/pull/5070
btcpay,serialization,unhandled_error_or_nil,hostile_network_or_rpc,Unrated,B_corroborated,[Bug] If a altcoins is disabled from BTCPay and payout processor is us,https://github.com/btcpayserver/btcpayserver/pull/4997
btcpay,network-io,other,unknown,Info,B_corroborated,Do not crash checkout when attempting LNURL checkout through non-secur,https://github.com/btcpayserver/btcpayserver/releases/tag/v1.9.3
btcpay,other,other,unknown,Info,B_corroborated,"Fix crash if auto detect language on checkout page, and the language c",https://github.com/btcpayserver/btcpayserver/releases/tag/v1.9.1
btcpay,other,other,unknown,Unrated,B_corroborated,fix crash on not found perk items,https://github.com/btcpayserver/btcpayserver/pull/3685
btcpay,other,other,unknown,Unrated,B_corroborated,do not crash invoice if wellknown metadata keys used with different e…,https://github.com/btcpayserver/btcpayserver/pull/2448
btcpay,other,other,unknown,Unrated,B_corroborated,Fix crash when sat is negative  (liquid only),https://github.com/btcpayserver/btcpayserver/pull/2418
btcpay,other,other,malicious_deeplink_or_qr,Unrated,B_corroborated,do not crash when importing a non-json based QR code,https://github.com/btcpayserver/btcpayserver/pull/2104
btcpay,other,crypto_misuse,unknown,Unrated,B_corroborated,fix monero crash,https://github.com/btcpayserver/btcpayserver/pull/1884
btcpay,other,crypto_misuse,unknown,Unrated,B_corroborated,Do not crash UI and background services after switching to BItcoin Onl,https://github.com/btcpayserver/btcpayserver/pull/1829
btcpay,other,other,unknown,Unrated,B_corroborated,Fix email sending on registration crash,https://github.com/btcpayserver/btcpayserver/pull/1454
btcpay,network-io,race_condition,unknown,Unrated,B_corroborated,Add race condition safe InvoiceRepository.UpdateMetadata,https://github.com/btcpayserver/btcpayserver/pull/7475
btcpay,ui:display-integrity,signature_verification_flaw,unknown,Unrated,B_corroborated,Fix possible race condition when updating a PaymentRequest,https://github.com/btcpayserver/btcpayserver/pull/7281
btcpay,other,race_condition,unknown,Unrated,B_corroborated,Fix: Payments to Top-Up could be undetected due to race condition,https://github.com/btcpayserver/btcpayserver/pull/5568
btcpay,other,race_condition,malicious_deeplink_or_qr,Unrated,C_candidate,Bugfixing race condition for QR code switch,https://github.com/btcpayserver/btcpayserver/pull/335
cake-wallet,build-ci,other,malicious_pairing_session,Unrated,B_corroborated,security: harden vulnerability disclosure policy,https://github.com/cake-tech/cake_wallet/pull/3419
cake-wallet,key:seed-mnemonic,weak_key_generation,unknown,Unrated,B_corroborated,decred: Fix background sync panic.,https://github.com/cake-tech/cake_wallet/pull/2080
cake-wallet,other,signature_verification_flaw,unknown,Unrated,B_corroborated,CW-339-Advanced-settings-page-crash-on-a-fresh-install,https://github.com/cake-tech/cake_wallet/pull/853
cake-wallet,transport:deeplink,signature_verification_flaw,malicious_deeplink_or_qr,Unrated,B_corroborated,Fix race condition in deep link loading,https://github.com/cake-tech/cake_wallet/pull/2709
cake-wallet,other,signature_verification_flaw,unknown,Unrated,B_corroborated,fix cached wallet race condition,https://github.com/cake-tech/cake_wallet/pull/1801
coinbase-sdk,other,other,unknown,High,A_authoritative,Coinbase Wallet SDK Security Advisory,https://github.com/coinbase/coinbase-wallet-sdk/security/advisories/GHSA-8rgj-285w-qcq4
coinbase-sdk,transport:rpc-surface,other,hostile_network_or_rpc,Unrated,B_corroborated,Fix not to crash when unsubscribing while publishing a message,https://github.com/coinbase/coinbase-wallet-sdk/pull/29
coinbase-sdk,build-ci,signature_verification_flaw,unknown,Unrated,B_corroborated,[WALL-18868] Fix RCE issue on notification github action,https://github.com/coinbase/coinbase-wallet-sdk/pull/831
coinbase-smart-wallet,contract:erc4337,missing_input_validation,hostile_network_or_rpc,Medium,A_authoritative,Coinbase Smart Wallet v1.0.0 Security Advisory,https://github.com/coinbase/smart-wallet/security/advisories/GHSA-53p2-gcq9-fx7j
coinbase-smart-wallet,contract:erc4337,missing_replay_protection,unknown,Unrated,B_corroborated,Add `removeLastOwner` for replayability,https://github.com/coinbase/smart-wallet/pull/52
coldcard,other,unsafe_initialization_or_upgrade,unknown,Info,B_corroborated,fix: can crash if scanner not initialized,https://github.com/Coldcard/firmware/commit/aaab8a788f2ee428e2a81905209680b1eb1a8e63
coldcard,key:storage,weak_key_generation,unknown,Unrated,B_corroborated,"bugfix: master settings corrupted by using ""Add current tmp"" in Seed V",https://github.com/Coldcard/firmware/pull/522
coolwallet,build-ci,other,unknown,Unrated,B_corroborated,feat(TON): avoid crash when memo is null and publish @coolwallet/ton:1,https://github.com/CoolBitX-Technology/coolwallet-sdk/pull/814
core-mobile,platform:mobile-hardening,missing_origin_authorization,malicious_signing_request,Unrated,B_corroborated,CP-13668 - Injected Provider - Request Validation & Security,https://github.com/ava-labs/core-mobile/pull/3661
core-mobile,build-ci,other,unknown,Unrated,C_candidate,fix(security): resolve vulnerabilities,https://github.com/ava-labs/core-mobile/pull/404
core-mobile,key:seed-mnemonic,weak_key_generation,unknown,Unrated,B_corroborated,"PM2-942 & PM2-945 - Reset Pin, Reveal Phrase & Security improvements",https://github.com/ava-labs/core-mobile/pull/96
core-mobile,platform:mobile-hardening,other,unknown,Unrated,B_corroborated,resolved package vulnerability,https://github.com/ava-labs/core-mobile/pull/987
core-mobile,key:backup-restore,broken_access_control,unknown,Info,B_corroborated,fix: Swap screen crash — restore getRecoveredAtomicAmount by bumping f,https://github.com/ava-labs/core-mobile/commit/54bcf22c69c5e4f2e15df6c28717633ddf7121f1
core-mobile,serialization,serialization_bug,unknown,Info,B_corroborated,CP-14704: fix Big serialization crash by not capturing list data in wo,https://github.com/ava-labs/core-mobile/commit/d4c78097d2f174f23d1e633be4f16c166459bcc4
core-mobile,ui:display-integrity,excessive_spend_authority,unknown,Info,B_corroborated,CP-14810: fix Android advanced filters crash and show up to 4 decimals,https://github.com/ava-labs/core-mobile/commit/6482884950676b19fdd947b0517dd333299e73eb
core-mobile,other,other,unknown,Info,B_corroborated,CP-14613: fix bottom-tab native crash when switching to a non-X/P acco,https://github.com/ava-labs/core-mobile/commit/7e3c120711298b6de4af1466fa764f0dfa394382
core-mobile,key:seed-mnemonic,weak_key_generation,unknown,Unrated,B_corroborated,CP-14076: Fix Ledger Sentry crash and add feature flag guard,https://github.com/ava-labs/core-mobile/pull/3770
core-mobile,platform:mobile-hardening,signature_verification_flaw,unknown,Unrated,B_corroborated,CP-12596: Fix staking advanced flow crash,https://github.com/ava-labs/core-mobile/pull/3435
core-mobile,key:memory-hygiene,broken_access_control,unknown,Info,B_corroborated,CP-12088: Fix crash when user tries to navigate within a browser tab (,https://github.com/ava-labs/core-mobile/commit/181ad7d3f60c3d6a3d93d63720922637e81afa3a
core-mobile,platform:mobile-hardening,other,hostile_network_or_rpc,Unrated,B_corroborated,Fix Crash caused by solana dev-net const missing properties,https://github.com/ava-labs/core-mobile/pull/2915
core-mobile,other,other,unknown,Info,B_corroborated,CP-10461 Fix crash when toggling tokens on swap with max selected  (#2,https://github.com/ava-labs/core-mobile/commit/1d78ba0358db0158255dad25114c342b49f8c172
core-mobile,network-io,missing_origin_authorization,unknown,Unrated,B_corroborated,CP-10764: Fix crash on manage nft list screen,https://github.com/ava-labs/core-mobile/pull/2843
core-mobile,platform:mobile-hardening,missing_origin_authorization,hostile_network_or_rpc,Unrated,B_corroborated,CP-9553: Crash on fee selector in P Devnet Send form,https://github.com/ava-labs/core-mobile/pull/2118
core-mobile,network-io,missing_origin_authorization,unknown,Unrated,B_corroborated,CP-9277: Fix watchlist crash when selecting a new timeframe,https://github.com/ava-labs/core-mobile/pull/1818
core-mobile,build-ci,other,unknown,Unrated,B_corroborated,QA Fix iOS CI crash,https://github.com/ava-labs/core-mobile/pull/1247
core-mobile,other,crypto_misuse,unknown,Info,B_corroborated,CP-8246: fix UI freeze and crash in bridge transaction status screen (,https://github.com/ava-labs/core-mobile/commit/35e8cb0bd682c332216d23e2de60b57a9f157c98
core-mobile,platform:mobile-hardening,weak_key_generation,unknown,Unrated,B_corroborated,CP-7844: fixed inputText style and crash,https://github.com/ava-labs/core-mobile/pull/1070
core-mobile,transport:rpc-surface,missing_origin_authorization,unknown,Unrated,B_corroborated,CP-7248: Fix App crash on Bridging,https://github.com/ava-labs/core-mobile/pull/921
core-mobile,platform:mobile-hardening,missing_origin_authorization,unknown,Unrated,B_corroborated,CP-7203: Patch react native to fix crash in dev mode,https://github.com/ava-labs/core-mobile/pull/953
core-mobile,other,other,physical_device_access,Info,C_candidate,CP-6951 Remove unneeded key prop causing crash on physical devices (#8,https://github.com/ava-labs/core-mobile/commit/4ad2c32001704d0a790152dc354050d7530ba9d4
core-mobile,platform:mobile-hardening,broken_access_control,malicious_deeplink_or_qr,Unrated,B_corroborated,CP-5639 - fix for invalid wallet connect uri crash,https://github.com/ava-labs/core-mobile/pull/761
